User_ID,User_Name,Review_Count,Yelping_Since,Average_Stars
WNM85IDD9LG,Bert,124,11/8/16,2.5
RBT55SIM5UY,Regina,170,9/14/14,3.5
MJZ83VQX3NY,Hayes,280,8/17/15,4.5
QIC14VYV1KE,Neve,260,11/9/11,3.5
MLW53DVY0GC,Maile,35,3/5/17,1.5
UAQ02MLO1LO,Kirk,287,7/31/10,1.5
LNA66XPH9LV,Kyla,74,2/2/17,2.5
EVX14XYG4WX,Giacomo,102,1/2/14,0.5
KRC65TPK8QL,Nasim,90,3/3/18,1.5
UFP63BDB6SE,Sophia,151,8/20/14,1.5
WPF11LQV1QG,Keelie,78,12/28/22,2.5
AOP19BXP3ZN,Cameron,190,7/22/14,2.5
RBI45LHF1TR,Finn,6,10/3/16,0.5
YRY64PSV9HB,Abel,30,7/16/22,3.5
XEJ79OLL7DL,Patience,111,1/27/16,1.5
PCB12QFV9RQ,Iliana,75,12/15/18,3.5
XBY26LCS9JK,Naida,162,10/6/21,1.5
ZLE43PTB5XJ,Byron,96,12/9/22,2.5
CZJ44XFG5NW,Merritt,70,5/7/22,1.5
AIP31SMD8UQ,Ulric,127,4/5/16,2.5
UIA76RWO4CZ,May,25,6/27/16,2.5
MOD73XZB8SU,Cameron,6,1/12/19,4.5
OGO38PTP5VY,Quynn,156,1/5/11,0.5
BMN88DRX1FN,Sylvester,247,9/19/21,4.5
NXO38RPR7PJ,Byron,200,12/9/20,3.5
GQT66DFR1LE,Alan,163,3/21/12,2.5
RFK70VOI7HO,Kessie,239,11/14/14,3.5
AYK46CLN7MT,Lenore,274,8/4/15,2.5
WZM48FKF2FG,Joan,120,7/30/17,3.5
YGI58BRX9ES,Desirae,254,11/5/12,2.5
XIR26ONE1TN,Lamar,113,5/7/16,1.5
AXP24VNY5FX,Inga,240,3/12/15,3.5
EPN11JRM3NN,Sonya,3,5/15/21,1.5
AQZ72MXE5XL,Fulton,286,12/16/17,4.5
CAN45TRO7JF,Kimberley,149,3/10/17,0.5
FQG17EJC0SQ,Daria,33,12/31/21,2.5
IDG69YFW9GX,Kirk,256,10/5/19,0.5
MTJ45KXI7TB,Grant,243,7/14/15,4.5
DLU80CQH6QZ,Coby,86,1/9/13,3.5
DOT58XQQ0DS,Berk,214,5/13/16,1.5
MQI36YBX8KD,Alexander,222,5/23/11,2.5
ZKR25CRT5TV,Samson,293,4/7/23,3.5
AJG67FPG6VI,Neve,65,1/16/23,0.5
FRR54JGI0CV,Quinn,1,9/14/18,1.5
RXM52DPU3QZ,Eagan,227,4/23/19,2.5
YBN02TLR6FS,Calvin,202,10/25/22,0.5
GEB61RNI4GF,Jolene,164,11/3/22,3.5
ICW64CAG8NO,Justin,219,12/21/11,2.5
BOF71SFZ7PX,Octavius,188,4/13/11,3.5
OCX72EMQ8SH,Murphy,279,10/23/16,4.5
GGU38UAE3BE,Cain,294,3/25/22,4.5
DQW78QRP4RK,Florence,281,12/30/18,3.5
SDT41UYJ7VR,Heather,198,4/17/12,2.5
EEE54YHM2TU,Iliana,74,3/24/17,2.5
OPC40PUG0JK,Camden,223,7/31/13,1.5
UPC65VFF8XO,Baker,39,9/25/12,4.5
INS79WQL2CX,Ila,251,10/8/15,3.5
TFA27HKK3OX,Jayme,179,7/17/22,2.5
WPP48RKS5BP,Zachery,158,11/28/21,1.5
QKY29SGI7GP,Wanda,290,6/29/19,1.5
BPU41LBY9PT,Joseph,132,7/28/21,1.5
NCZ55ESP7NW,Trevor,15,6/1/10,4.5
EQB68BVJ2VH,Kelsey,39,6/10/11,1.5
COD61GGT8HT,Oscar,234,6/8/20,4.5
MUM96VEQ3GS,Neil,106,8/31/10,2.5
KJK67PUJ0AX,Rashad,173,3/14/20,2.5
WSX66JHY1CB,Guy,243,3/24/19,1.5
LET50RJF4TH,Gage,160,9/18/15,4.5
XUK42LNB4NV,Hamilton,268,5/18/14,3.5
PWJ43AFP8NH,Karyn,65,6/26/20,3.5
HEU88CYS6LD,Stuart,283,9/25/17,2.5
TKN20ACV7EW,Raya,198,6/1/14,2.5
EHC46CXE3MV,Briar,216,1/6/23,0.5
FPF37CSG4WI,Maxine,158,6/12/18,1.5
BXG31QUC7IH,Laith,223,3/30/20,1.5
NHW51DZP5ZV,Knox,253,2/14/12,4.5
DOI54RTG9PE,Craig,2,10/27/14,2.5
JWS65IPQ1FH,Yeo,155,11/29/14,3.5
DIM52QMA4KE,Rahim,202,6/24/13,1.5
VJR12SYB7PS,Tashya,102,6/5/14,1.5
IGE36KFJ8NM,Fulton,178,4/8/11,1.5
GLS02DJG7UZ,Ocean,62,1/10/20,4.5
VLO51MMI2UF,Dustin,69,7/18/10,4.5
DRR88REC6OS,Wanda,127,7/15/21,2.5
BJD27UBJ2TF,Dane,105,4/28/11,3.5
JXU18OCN9ZT,Clayton,110,2/16/14,2.5
HEH37KWR1WW,Emerson,216,11/2/18,4.5
FTX34MAY1DA,Bevis,24,2/17/19,0.5
NOB47GHE4WZ,Kalia,154,11/19/21,2.5
UOF33RQL5WC,Lane,200,6/18/17,0.5
QVN94YXY5XO,Whitney,228,7/9/12,4.5
OKL02DBX2FL,Ezekiel,292,1/24/19,4.5
KOD34JNI4QW,Priscilla,51,7/18/17,3.5
MOH98NWO8ML,Ryder,294,11/21/21,1.5
OEZ70FJD1EE,Megan,61,6/2/12,1.5
IGU88JGA4PW,Madeson,20,4/15/23,2.5
YGG76MDY7UM,Regan,299,1/22/13,2.5
HIV98DTN0KW,Lee,260,4/17/17,1.5
UCY83NVT6FF,Jolene,124,5/11/11,2.5
NFR48OTM4JN,Demetria,141,11/25/15,2.5
JQI07WQU5YW,Chase,106,5/12/21,0.5
QYH78GCW3NI,Eaton,240,8/3/12,2.5
QXW43TYP1UD,Avye,100,6/26/12,2.5
KJO31XGF7LU,Leigh,156,8/4/16,1.5
OUB49KEJ9MM,Kelly,240,5/9/23,4.5
SOG24HQB1FF,Griffin,190,5/5/22,4.5
FTL63FFH9IM,Alden,50,7/31/17,2.5
QJM42FUP3PC,Plato,128,1/2/22,1.5
YUX07BJK5MC,William,282,3/26/16,1.5
QBD32KSS1XQ,Ciaran,252,1/7/20,2.5
XYS73HCT7YL,Lynn,179,6/1/11,1.5
DAO27PGO2IW,Leroy,3,12/20/15,0.5
ZSB38MWY5MO,Julian,117,6/26/20,0.5
GTU51LGC2VD,Eliana,238,12/13/19,2.5
WNG38JEJ3YM,Marny,120,1/26/14,4.5
KLS87GCQ8CG,Moana,194,6/29/11,4.5
TML25QJR5RY,Ryder,264,9/9/18,1.5
QWW41AWV3DJ,Nell,271,9/8/21,2.5
EEB15IKK2EM,Venus,174,3/31/16,1.5
TCK47LTI7SJ,Lionel,113,10/1/18,0.5
MVM49JVH6JQ,Sophia,227,1/20/19,2.5
LWT27VTT8WV,Jeanette,96,9/7/15,3.5
XHH88PXC4OH,Carson,266,3/14/12,4.5
RWA43VFJ1JP,Amela,172,11/26/21,3.5
YLR82QUU0HU,Britanni,178,2/24/23,3.5
FJG58LMU1DJ,Leigh,64,2/28/23,4.5
EQS57XIM7UL,Alvin,22,9/25/11,1.5
DGJ66UYI6IF,Clark,198,9/4/19,2.5
QRQ89KKV2JX,Regan,172,2/14/17,3.5
BLE60JFP8HO,Walker,228,3/9/15,4.5
EIS56LSZ1HL,Demetria,263,3/28/16,3.5
DUM72JJX2NB,Quin,71,3/18/21,3.5
UAC81PQS8OE,Amity,76,7/19/12,3.5
LYW18GBN6EV,Simon,30,3/30/16,1.5
XYQ73ACC5CI,Melodie,246,5/22/19,1.5
JDB17GXX5DB,Lana,69,11/9/19,3.5
EKH58AYD4AD,Sydnee,281,8/22/12,4.5
KAM34RIB3JY,Amery,65,7/19/11,2.5
EMT64VCN4EQ,Daniel,183,9/9/22,0.5
VIE78XUW2CX,Olivia,207,1/13/16,1.5
DYX70GET7ZE,Ebony,213,2/17/13,1.5
RIA45BKY6TK,Ivy,158,1/20/17,1.5
TNI66FEW6PX,Yolanda,156,8/20/12,1.5
HCU30IRN3MO,Venus,216,7/16/15,2.5
VAN84NID6BF,Winter,158,8/20/16,3.5
VPH87EYB7PN,Jakeem,14,11/25/18,0.5
PYC28RUM8ET,Aphrodite,258,6/2/16,1.5
PXP83QDM1BQ,Orlando,160,10/22/16,3.5
RQF87XHW7OB,Kiona,184,11/21/22,1.5
EFC83WNK8UV,Ria,30,8/1/18,0.5
PQH65RNW0QQ,Judah,273,10/22/14,0.5
JID55TQX6YK,Zephr,116,9/22/19,1.5
XMU22TIP5AH,Rashad,30,5/1/12,2.5
UGJ34TEU1JO,Keefe,208,1/25/16,4.5
UDZ19KIW6TE,Brendan,112,12/24/12,4.5
CPQ55SDO8MX,Dorian,167,4/28/13,1.5
CRS92YHL1YK,Eagan,24,7/12/11,2.5
QUJ20RPA8XT,Brett,27,5/19/21,2.5
ACQ33EHH5CV,Griffith,243,11/15/21,1.5
NWL49STR0QP,Noel,164,7/16/18,1.5
XVM57SDE3GT,Belle,163,10/29/14,1.5
FOW17NWZ3QS,Jason,128,12/30/18,3.5
JTM45RDI7MY,Ronan,247,6/19/13,1.5
TWM71XCL7SA,Curran,135,9/6/18,1.5
LDP13AYR2BJ,Larissa,10,12/6/18,4.5
LYF12TGM4UP,Christen,79,7/16/11,1.5
YRN72JUX6GP,Kyle,89,3/10/17,2.5
OEJ35SNM7SD,Nolan,23,1/12/21,3.5
QTP57KZK5GC,Alec,39,11/19/11,2.5
LUK21OMX3HG,Nasim,215,7/12/19,3.5
LUT77KHS7WI,Adena,212,11/25/21,2.5
VGL82MGW3KT,Shaine,209,12/18/16,1.5
QFL13YEW6MW,Penelope,105,5/25/13,4.5
VIK19VPJ1YM,Lev,235,9/8/22,4.5
QUU34MGJ1SC,Nevada,9,8/24/20,1.5
ZWM77HJH7UU,Megan,219,12/9/14,4.5
NID66ONE6RK,Susan,103,11/12/14,4.5
YHU07TDU4HG,Melissa,58,12/3/18,2.5
EKW24WIX8VT,Claudia,183,9/22/16,3.5
COX35HKY5IX,Debra,149,4/11/19,4.5
GJB57TLB4JP,Meredith,78,7/18/18,2.5
LEQ15URX1QP,Amery,278,9/1/13,1.5
OSP21LRC4UE,Baxter,202,8/14/18,1.5
YXC26LYV8ET,Ferris,78,5/11/12,2.5
CGD73MLB2DO,Frances,142,4/30/14,3.5
TLZ88EWN9PC,Libby,195,3/8/22,1.5
FSM93PBH2GH,Solomon,68,8/9/22,4.5
NBX84IUW2HE,Louis,19,2/2/21,0.5
PRG06FMT6AO,Kelsey,77,6/29/11,2.5
DMT87NQB3JA,Lani,207,7/13/15,4.5
YQV25AVI2TA,Ishmael,284,11/26/22,3.5
TDN83INS4HA,Kristen,206,12/16/15,1.5
EYK63TFH8GF,Kasper,110,2/1/12,3.5
CTA56ESS6FH,Rhiannon,244,2/26/20,4.5
UTJ83YUI2TQ,Jescie,185,2/27/13,2.5
ZTE94PRG8TE,Perry,273,2/22/16,4.5
FVA17OUO3UW,Ila,188,11/8/16,1.5
KEN33FWJ1DX,Elijah,54,12/31/21,4.5
DZM02FLR8FR,Hope,217,12/18/12,3.5
XWE35KYA1SC,Kay,114,7/9/14,3.5
OCS17XBK6EX,Kirk,136,5/27/21,2.5
SIX68FOI7OL,Xaviera,121,12/23/17,2.5
OQV37SEW3AY,Igor,199,11/2/21,3.5
UHN56IQD7BC,Aladdin,9,1/8/11,2.5
VDC74HZY4GY,Elijah,255,8/21/15,0.5
QSA34KPN4ST,Todd,166,4/3/22,1.5
TQW33SFZ1HU,Ciaran,240,1/18/21,1.5
NJH21XVV9SL,Clare,298,6/1/18,2.5
UQN14BUJ2OS,Yvette,72,7/22/15,1.5
QTL89HVJ6BZ,Lynn,177,5/26/10,1.5
BXE39ETU2NC,Quon,175,9/23/11,4.5
RQY28VJG3IH,Kuame,70,6/26/16,3.5
ECK21YVW3HT,Madonna,195,9/1/20,4.5
LMW39XSG6DT,Germaine,292,7/8/11,1.5
GYB71XXV9GD,Nichole,108,12/6/13,2.5
ONX44LYM0XF,Aurelia,149,9/15/11,1.5
FJM23SWB9BC,Clio,89,11/17/10,3.5
YGJ69GDU9IT,Lance,257,4/1/13,4.5
KJU94LAQ5DL,Cheyenne,61,8/20/16,4.5
XCE78CML2LN,Akeem,115,3/27/11,3.5
IPP63UED3HT,Herrod,285,7/17/12,1.5
WPK77QXN0VL,Lydia,279,5/5/12,4.5
OPD82DUV6ZZ,Madaline,68,2/28/12,4.5
KSO71AUE7JE,Henry,205,4/8/16,3.5
WBY52ZPG6WT,Lawrence,65,9/30/20,3.5
LYC53UVD3DD,Ayanna,205,12/26/10,4.5
VTD23WIX5JD,Jolie,236,4/27/22,4.5
OIH57JEJ8GB,Germane,286,5/20/22,4.5
SJS82PRT9OW,Anastasia,165,5/6/19,0.5
WWO83BDM3LX,Isadora,292,3/30/13,2.5
OBM53LLG7DY,Darius,70,6/12/10,2.5
DWD75BGJ0QN,Kuame,195,1/28/15,1.5
EOQ93DBW3JV,George,216,11/19/20,3.5
KCS64PBF6VU,Edward,101,8/15/15,1.5
GDP37YTR4MD,Cade,100,2/2/23,2.5
VKW17YGG9YN,Erin,162,8/12/16,0.5
JZH55LOU7SD,Gemma,133,1/12/21,2.5
PKH17ELQ3WJ,Amela,286,7/30/21,1.5
RMO73COY9LW,Geraldine,277,10/11/20,0.5
RUI53DNU8BO,Kelly,35,11/2/12,4.5
LMU17DTM7SK,Myles,290,9/23/12,2.5
HVM30PSY2YB,Ulric,163,3/29/17,0.5
BTC20LNF3XQ,Darrel,166,7/19/17,3.5
AJC65JEC3PA,Evan,50,12/1/11,2.5
SDR18IPB6RN,Rigel,281,8/25/19,1.5
PUJ17CVX0RP,Amela,160,9/21/15,4.5
RKJ15LCS3LO,Maris,24,9/14/15,2.5
MSL71XDF8VS,Sophia,40,9/1/18,3.5
XBM37HZA8EO,Wade,121,12/28/10,4.5
JPV41XQC6XW,Anastasia,8,11/30/10,2.5
POJ25LBY9CO,Jaden,60,9/2/11,2.5
CGY81CMA2GM,Lila,143,6/15/22,3.5
ISC45HOO2UP,Myles,266,7/11/11,1.5
OQP86MCH6JP,Christopher,220,6/16/20,2.5
NBZ83HCN2PO,Nolan,58,1/31/16,0.5
GUG94ISF9GV,Kirk,94,3/28/22,3.5
WSS86LUX8RE,Sylvester,198,9/8/14,1.5
RTJ15DGH4FI,Luke,270,6/17/12,3.5
PVK47KYC4QC,Lydia,299,3/17/23,0.5
BOD32FLH0OR,Mona,193,11/21/18,4.5
EAL58WDC4QF,Lara,183,11/7/13,2.5
MRA18TUP5FG,Walter,31,8/14/16,3.5
JHU16DMY8VJ,Erica,14,5/2/18,2.5
LZO57HXT1TK,Ian,61,6/6/14,4.5
RTB24KVO7DW,Cassandra,99,3/14/13,1.5
VPB47BSY6IC,Lawrence,70,6/13/20,1.5
ATG43YOG2YS,Kylie,129,2/20/12,3.5
SAI66MWE9KZ,Abdul,136,10/27/15,4.5
MYD05NII5HS,Xander,17,2/9/23,4.5
QOX23PTH7YR,Buffy,210,11/19/21,3.5
EII15NBK1NF,Sandra,254,12/19/14,2.5
FEK79MVI4GV,Judah,274,12/30/20,3.5
BVI52VII1BG,Dorian,155,2/2/11,1.5
PQE40NHJ6ZF,Iliana,16,8/17/11,2.5
DYI46ZEH3WQ,Alisa,12,9/21/16,1.5
XKH51DSK7VO,Dylan,69,10/13/10,2.5
VZD88OME7EX,Bevis,296,3/8/19,4.5
KBJ39XPD5VR,James,283,10/29/17,0.5
BBH17SED4UK,Shelby,174,10/23/10,3.5
JSJ32VYX6UC,Harding,280,2/6/17,2.5
GFV61NJE6LK,Kyle,250,4/2/11,4.5
YTR20KXC6BL,Amal,65,11/6/18,2.5
VJV15EVY5FH,Laurel,112,6/8/20,2.5
VTY36LFP6AB,Nathaniel,34,1/4/18,4.5
RSC43LXM5RE,Thomas,225,6/12/15,4.5
RNZ44RVQ7ST,Isaac,231,10/24/16,1.5
BYY23BXR9IR,Amanda,261,7/28/14,3.5
OMB49QRG7EF,Alan,11,1/4/20,1.5
JQY55SMK9MK,Cole,294,6/28/20,1.5
ADB21FVM6YK,Bert,28,7/14/12,3.5
RRC41UCI2XQ,Rachel,133,5/10/20,4.5
FSE41IYX3KL,Channing,109,6/22/19,2.5
MLB76WSQ8DE,Tashya,241,1/4/19,1.5
IQL30MJI2FB,Erich,75,10/27/11,2.5
QDH38TRE1ZC,Shaine,65,8/10/20,2.5
KHD80HED2XL,Julie,138,9/25/17,3.5
JTF77ESD1GS,Phyllis,9,2/18/11,2.5
HJV82ZJV9DT,George,145,9/10/16,2.5
DNW31NSW7DR,Nicholas,193,6/11/19,2.5
SHQ71QCF2TP,Amaya,295,10/6/21,0.5
VNO70GYD1FQ,Neil,245,10/5/12,3.5
RLK39YHU4DJ,Petra,4,3/15/11,3.5
ECH38AJL8NX,Azalia,283,6/23/21,3.5
EPS66WTY8PA,Xander,212,5/14/12,2.5
EWD24TUJ1NB,Brenda,143,7/15/17,3.5
FDB25IQK5PX,Pamela,46,8/19/13,1.5
JWL71CXS9NV,Bertha,173,3/26/18,3.5
UYN77STL5EB,Unity,118,7/29/14,1.5
LBC16UPC2EP,Ferdinand,170,2/13/15,4.5
RPO67LEN0JF,Jakeem,274,7/13/21,3.5
ZGR13HUN3NN,Cheryl,195,4/15/18,4.5
HCE62WHL0QQ,Evan,65,6/1/13,0.5
KRP98FST5SM,Desirae,85,1/21/16,1.5
RVB16DJV2JB,Fuller,185,11/12/19,0.5
WQJ72PBB7CV,Isadora,42,3/15/11,3.5
LMH95VXZ1IJ,Myles,86,8/11/14,1.5
KHW63DUN2WO,Jarrod,181,12/31/11,3.5
QKY11PWB6YV,Slade,236,3/26/20,3.5
GFY88RYH6KK,Tiger,37,4/26/16,2.5
VJL43XJR1ZX,Jared,239,4/18/17,4.5
BES93MVE2ZM,Rachel,287,5/4/12,4.5
GKJ69MTC7CI,Cailin,4,12/24/11,4.5
OLT21HKH7CJ,Tad,147,3/23/18,3.5
UXI02YXB3AI,Lana,156,6/12/11,3.5
ZRE14RKE9YS,Brynn,185,5/26/10,3.5
XJU31PGP6PX,Wendy,14,8/27/22,2.5
OPG62IUK3RN,Cleo,180,10/11/21,1.5
NQM65UON1IE,Jackson,178,11/8/17,0.5
LRC89JOV3RR,Shad,245,2/26/13,4.5
RSM63JVK6DH,Reuben,84,9/24/10,0.5
WRW25OCL6LW,Melissa,70,8/10/20,4.5
WXF05CJP2NN,Nicholas,96,9/30/11,0.5
VXD69GUJ0XJ,Quentin,133,4/7/17,3.5
WFO70BLD3PP,Alfonso,253,6/5/13,1.5
OMF67IVA7UD,Scott,93,9/7/13,2.5
VEM57WJJ4CH,Abel,276,2/23/16,2.5
JBX22TMP0LT,Dennis,258,12/5/18,3.5
MOH86AKL1RF,Craig,221,11/3/22,0.5
OXV51OTB5OD,Yardley,160,5/29/14,4.5
UCG79RVV0CF,Martina,13,6/14/10,4.5
ASA33PEL7NR,Kessie,252,7/7/10,2.5
HXS83YOL5MY,Colette,115,6/21/15,1.5
HPB57KNR4GV,Cooper,166,12/23/15,2.5
CED51UVN9UE,Daquan,296,2/21/18,4.5
IHR69HAV4RB,Julie,291,10/16/21,0.5
PPV03XWV1XT,Matthew,108,2/2/21,2.5
UCH16TQV5HT,Malachi,246,12/12/22,3.5
LJQ38DBD7VI,Priscilla,186,6/14/13,3.5
PRL59IKR7JS,Kibo,49,6/19/10,1.5
TCF70GLB6FR,Joshua,240,8/11/14,1.5
CYH11DJO1XX,Cheyenne,226,11/16/22,3.5
PUX68BUM9LW,Ramona,99,10/17/18,3.5
BRY22WAG5HB,Francis,254,8/24/21,1.5
GUB16RFI7PO,Adrienne,85,9/6/10,1.5
SXD71QOH7KI,Alyssa,179,3/13/15,1.5
ZVP68EQG4HQ,Sarah,146,7/13/14,2.5
URR70JXO2NH,Shafira,166,11/28/21,2.5
BBY82XOE8KX,Nichole,209,8/11/14,4.5
PMW92WNY3BL,Armand,263,8/9/19,4.5
ZOH18NVX7UA,Brenna,227,9/3/21,2.5
PVJ30HMX7CP,Mia,46,2/26/21,1.5
VJA12XMG8LQ,Alana,212,5/21/16,1.5
PRI21MZH2LV,Jorden,107,8/11/16,4.5
YXO72XUX5TI,Penelope,52,11/22/16,4.5
MWF81EZU2NC,David,60,4/4/13,2.5
VBL78DBN8XL,Wyoming,68,3/12/18,1.5
QGQ61CVX4QA,Holmes,81,10/17/12,2.5
XCB39VWY3SH,Madonna,246,2/22/15,4.5
LLU56HUM1QH,Christian,77,3/14/15,4.5
WVT10SPG6RT,Micah,37,3/23/19,3.5
XQL26VSM0FG,Fatima,237,4/6/17,4.5
BNQ68BMJ1OH,Damian,178,11/14/18,1.5
DWD26DPI5BY,Camden,299,7/18/11,1.5
LSL15PPQ8GR,Xavier,258,2/11/18,2.5
KZH67GNT5GK,Caryn,214,8/6/20,2.5
MGD30SHO6GU,Zachery,60,6/16/10,2.5
QPH55DXS5RB,Aspen,33,10/7/15,2.5
DZM36WLW6DX,Eric,7,3/15/23,4.5
JSX24DGT3RX,Deborah,234,10/10/21,2.5
SDH41AOV3HC,Gareth,49,8/7/20,4.5
POE19KSB8PV,Allen,86,1/8/14,3.5
MUX62CXU2BU,Britanney,125,4/19/23,0.5
WOD85BVX4FU,Kennedy,40,8/17/21,1.5
XSY14VCS1EI,Flavia,273,4/22/20,1.5
QWW09MYJ6HL,Anthony,233,5/5/22,1.5
KXS12KOT9YC,Plato,161,6/10/17,1.5
STF87XJW5SK,Luke,131,11/23/17,2.5
AQD71SPL8HD,Howard,236,10/20/16,3.5
DWP43XDB5SC,Caleb,78,6/6/19,1.5
EHR54SBR2GQ,Audrey,151,9/6/15,2.5
KZL12NYC5NM,Logan,130,11/15/20,3.5
UPU83DMO8WC,Olga,53,10/9/10,2.5
URV29TPQ2LB,Sade,13,4/25/17,3.5
TLS06LGV6QI,Roth,271,5/23/18,1.5
VYT36EIN4NU,Dante,219,4/24/19,0.5
LHX48LKD1QU,Harlan,161,5/4/23,1.5
JUD91NER3AX,Murphy,49,6/10/22,2.5
RZC80FEJ6WB,Kamal,251,9/17/17,1.5
PJO21RDE8SH,Pamela,255,9/8/14,3.5
VSK46SWE5VQ,James,260,10/21/14,2.5
JQL26WBQ8VB,Keiko,124,2/15/11,3.5
LEA46ZGF4AL,Orson,299,11/8/19,3.5
FCO76XVK9HI,Finn,211,4/15/19,2.5
EFQ38TJN3LQ,Keegan,120,10/20/19,3.5
MLT13PJB9IO,Destiny,131,6/20/17,4.5
KLQ78BIO4ZR,Rigel,247,6/16/19,3.5
VDT71HJW4YR,Clinton,129,6/7/18,4.5
JJP75VJI8FQ,Abdul,29,2/16/15,1.5
BJB54IXC5NR,Jarrod,139,3/3/22,1.5
WHG90AQS3ME,Hedwig,281,7/2/13,2.5
DHL64BRP1DH,May,77,5/12/13,1.5
QNX46YCM7YY,Dillon,95,7/23/20,4.5
UEF76IHF6VV,Charde,119,3/30/20,1.5
THN36IGJ0GE,Naomi,5,4/5/17,1.5
MVK93WZJ2YU,Alexis,83,7/25/22,2.5
DCT00RNJ3JC,Roanna,127,9/12/14,4.5
OTV25KKX9GW,Ira,157,8/16/22,3.5
DYD19QLL3JO,Madeson,43,12/13/18,2.5
EMP14QGM0IM,Garth,253,11/24/16,4.5
ATS51CLX6RT,Denton,9,2/24/21,1.5
XLY33GJA5IP,Quinlan,11,11/24/12,2.5
USX90YHT9MN,Clio,218,8/14/13,4.5
RDS72DLZ2SL,Norman,263,1/14/15,0.5
QWC31UBZ4UK,Britanney,268,9/29/16,2.5
DGH59PBN2ST,Florence,47,1/20/18,4.5
MLD33VEX1LS,Lois,229,11/23/20,3.5
ZNU64YTO5PK,Kylynn,176,1/18/19,1.5
XOE18EHX3MW,Libby,170,5/7/22,4.5
NAC71CXH0SJ,Melanie,149,9/22/15,3.5
IOI56HNN2BL,Odette,142,10/3/18,0.5
SRE62SHS8MS,Xenos,169,6/30/16,3.5
BQD53KCM3GR,Marshall,151,3/8/19,3.5
QME40OUW3VL,Kelsie,20,12/25/20,1.5
PWR39JQM3LV,Quyn,146,3/29/13,3.5
RUP57WHG9DX,Melyssa,197,6/12/18,4.5
VCJ88GSI0TP,Geoffrey,117,5/22/12,2.5
QVX35WIW8RJ,Amaya,192,8/14/12,4.5
ALS97MCV1PI,Beatrice,39,6/9/15,2.5
MJF54GRN8KC,Felix,265,5/23/14,3.5
YGS18BOQ2XD,Gareth,48,11/5/17,2.5
QSZ85KRN8EI,Kenneth,80,4/16/14,4.5
CLK23TBF8CD,Cassady,144,12/26/21,2.5
TJN42IHT8HW,Yvonne,233,5/25/21,4.5
UPG46UGO1BV,Channing,145,12/11/18,4.5
DZC67ZGU4NL,Constance,26,1/3/17,4.5
SRJ71BNG0KI,Eric,113,7/19/19,2.5
YUJ42QHN4PC,Simone,115,7/16/12,0.5
QMI60VNH9NQ,Briar,140,1/20/18,1.5
QOL73ORZ9DU,Yuli,184,3/10/12,2.5
