Business_ID,Business_Name,City,State,Postal_Code,Latitude,Longitude,Star_Rating,Review_Count,Delivery,Takeout,Outdoor_Dining,Vegetarian_Options,Free_Wi-Fi
FQJ82IVK6OV,Volutpat Nunc Sit Consulting,Evansville,CO,81878,-68.32818975,-91.26350879,4,7344,0,1,1,1,0
VBB37WDY6DQ,Metus Facilisis Corp.,Rutland,WY,78258,44.94055404,152.8584233,4,5107,1,0,0,1,0
YIK03NYW4VD,Sed Nunc Est Associates,Anchorage,WY,71345,56.49007944,-166.3397366,3,7761,1,1,0,0,0
EDP46LSX9LN,Donec Sollicitudin Limited,Reno,IN,96521,82.51511706,58.80176067,4,6341,0,0,1,1,1
SSR46WHS5XT,Sit Amet Industries,Olympia,OR,91871,18.79062886,-55.5412779,5,2161,1,1,0,0,0
WQT74UYL6KK,In Industries,Milwaukee,IA,71843,-57.90548224,-43.3423915,3,4113,0,0,1,1,0
MBI37YPY8JE,Molestie Ltd,Annapolis,LA,63633,49.29525821,-117.1343617,4,8658,1,0,0,0,0
BDJ85VWD8TH,Fringilla Mi Lacinia Limited,Flint,HI,26168,-7.350462464,159.1454883,5,1083,1,1,1,1,0
PHH64SIT1EW,Lorem Fringilla Ornare Incorporated,Rock Springs,CO,40861,62.47846185,65.10976686,4,3003,1,1,0,0,0
UZQ32SRN8SC,Eu Euismod Incorporated,Pike Creek,MA,31373,-31.95456922,-13.83742863,5,3392,1,1,1,0,1
BSG28SRQ7OF,Velit Justo LLC,Tulsa,WY,35547,-50.56380027,150.050825,2,6908,0,0,1,0,0
YTM47IOI4SY,Aenean Ltd,San Francisco,MO,63357,-42.77907579,152.6067612,1,910,0,0,0,1,0
UHW63RKY8RY,Mus Foundation,Reading,KS,45422,85.37347564,-61.27147049,5,8733,1,0,1,1,1
PMJ53DPB9YV,Neque Sed Limited,Columbus,CA,92114,-38.50214717,159.7837797,1,5410,1,1,0,1,1
AER98KCV3WF,Mauris Non LLP,Biloxi,CT,22289,-42.04828293,-160.5980278,2,1577,1,1,1,1,1
BCN57ZZT2XK,Turpis Egestas Inc.,Cleveland,MS,35617,16.77504737,63.67955661,3,5595,0,0,0,0,0
GVT77OPW7RD,Nulla Donec Limited,Pocatello,UT,83009,-20.96469617,158.3868562,2,3087,0,1,1,0,0
AGN75WON8GO,Lorem Lorem Industries,Memphis,MN,12125,-35.5363968,164.9060848,3,4057,0,0,1,0,1
SWM71GQC5JI,Morbi Tristique Senectus Corporation,North Las Vegas,MD,22310,53.79095521,-54.30472561,2,869,1,1,1,1,1
NGE74JHI8CO,Id Mollis Industries,Wyoming,TN,22861,33.27343002,-1.88271616,4,6239,1,1,0,0,1
POL50RFC7YX,Aenean Egestas Corp.,Davenport,ME,73615,44.83208151,142.7652374,4,3300,1,0,1,0,1
GKM76NLJ5BC,Donec Institute,Metairie,MS,84805,36.60942643,-57.18370806,2,3557,1,0,0,0,1
QRX51RUW8WL,Consectetuer Adipiscing Inc.,Racine,WI,87555,55.99358454,103.0070966,2,8862,1,0,0,1,1
WKN62LLY3FR,Proin Mi Aliquam LLC,Rockville,VA,59867,40.98060759,91.49927741,2,232,1,0,1,1,1
YKB12MLU5SC,Ornare Facilisis Industries,Carson City,IN,37268,5.340170547,69.70348687,4,1248,0,1,0,1,1
WOU22EUI1TR,Pede Cum Associates,Atlanta,IL,89255,-13.00591657,149.795074,3,9440,0,0,1,0,1
EFW85GKI1WI,Dolor Sit Corp.,Provo,MO,42745,77.69667318,-175.0603568,3,7942,0,0,0,0,0
OWX48BQH0NP,Viverra Maecenas Iaculis Incorporated,Gulfport,IN,75452,-56.03428895,127.1381627,2,3169,0,1,0,0,0
KSH32BTK3UG,Magnis Dis Corp.,Essex,ME,62212,-34.62436485,178.5502087,2,8737,1,1,1,1,0
HKL74CYZ1RO,Lorem Ltd,Kenosha,FL,22615,0.435723571,115.2371701,2,8333,1,0,1,0,0
UVY16BFM0CI,Posuere Vulputate Industries,Rutland,TX,36954,-85.12298568,-48.9108522,4,8212,0,0,0,0,0
CCG20ZEL2PP,Id Mollis Associates,Las Vegas,CO,56928,-12.9283287,-101.7387187,2,5234,0,0,0,0,0
WFB78GXW5SU,Suspendisse Aliquet Company,Sioux City,OK,26342,41.90185288,-103.1439516,3,4945,0,1,1,1,1
ZMI11MWX6UI,Urna Company,Montgomery,ME,77559,5.003715379,-46.49701878,3,3148,1,1,1,0,1
ISW57EFI5JT,Nec Quam Institute,Cincinnati,MA,31382,-16.52026839,50.5968726,5,6286,1,0,0,0,0
PXP67DHG0WG,Nec PC,Wichita,AL,17411,60.35496253,-80.39789814,4,6560,0,0,1,0,1
ARN54ODO6FT,Metus Corporation,Portland,DE,36495,-84.41189468,68.79273656,1,609,0,1,0,1,1
OEN39WMM1BF,Risus Limited,Chicago,LA,25066,-19.69297531,-47.68368742,4,5699,1,1,1,1,0
SDF68PZE3YI,Lectus Justo Eu Corporation,Henderson,MI,89476,-48.1433982,57.76009646,5,1259,0,0,0,1,1
KTG22CNA4EJ,Vitae Mauris Sit Ltd,Olathe,PA,72316,-49.15760292,-26.80252078,4,1140,1,1,1,1,1
CMQ24QZB9TK,Bibendum Fermentum Metus Limited,Lexington,VT,45388,-76.66250609,115.6096748,2,2292,1,0,0,0,0
TXK92XDZ8QJ,Vestibulum Ante Ipsum Foundation,Lawton,VA,36517,63.90502676,-140.5092538,2,7448,0,0,1,1,1
XGH47YSC4MV,Scelerisque Sed Corporation,Biloxi,MN,40445,-45.95673385,8.404097024,5,3161,0,0,0,0,0
CKY18FXK6QF,A Sollicitudin Consulting,St. Petersburg,ID,46617,-6.301564723,-52.43042028,4,304,1,0,1,1,0
HZP26MOE4FB,Morbi Accumsan LLP,Jacksonville,AK,72576,-20.72130253,20.03797719,1,9872,1,0,1,0,1
BGU58WDR6OK,Magna Nec Institute,Frederick,MA,65387,-25.19757937,-120.6084694,3,9229,0,1,1,0,0
MXE77TWG8FM,Dictum Sapien Associates,San Francisco,MI,64976,40.0408918,9.453481267,1,8568,0,0,0,1,1
DIY85UEP5PM,Proin Inc.,Eugene,GA,99691,19.90852762,-140.321287,2,6799,0,1,1,1,0
PIQ71MUS5XM,Magna Duis Dignissim Limited,Rochester,HI,11125,63.28241633,68.70559775,5,2550,0,1,1,0,1
RLY94LPU6EH,Vulputate Risus Foundation,Indianapolis,KY,76229,-63.01231452,123.7862767,4,8934,1,1,0,1,0
WCW76ETY0MF,Orci Lacus Corporation,Lakewood,MN,44728,-49.9986261,95.73699215,5,743,0,0,1,0,0
DHS12NNM6JK,Curabitur Incorporated,West Jordan,HI,25927,-29.83215821,-176.0838214,3,1380,0,1,1,1,1
HXO77DTN3LP,Venenatis Lacus Corporation,Meridian,ID,42510,50.21242399,-40.88542044,3,1743,1,1,0,1,1
UOO84LME7SK,Nec Inc.,Minneapolis,NE,68210,-43.2361814,-153.1772575,2,3879,0,1,0,0,1
KMK05NDK1PT,Eu Dui Cum Limited,Dallas,AL,72321,-33.27200881,-137.0237862,1,106,1,0,0,1,0
RPV84HCL4KF,Sit Amet Diam Institute,Biloxi,HI,87044,-84.48949197,119.7872743,1,2209,1,0,1,1,1
SFK08SVR1XA,Egestas Aliquam Nec Incorporated,Cambridge,MD,31234,-72.08377088,-77.9444138,2,2040,0,0,1,0,0
ATU27VHM3LA,Velit Justo Inc.,Kaneohe,MA,95434,-12.37776701,-134.4216717,3,7896,0,1,1,0,1
CVO10VDO6NI,Lectus Convallis Industries,Savannah,UT,46562,85.75678218,-147.1429478,5,7504,1,1,1,1,1
ICP75AIV1OG,Tincidunt Tempus Risus Limited,Pocatello,UT,84887,-1.973321011,-169.5794065,4,7741,0,0,1,1,1
OMM45KPK1TB,Nec Tempus PC,Lakewood,PA,27411,54.89444813,150.495492,4,4014,1,1,0,1,0
WNY20IPI5FD,Tristique Senectus Et Inc.,Gary,KY,58122,57.29451561,121.5408864,4,5784,0,0,0,1,0
EVT15UZQ8HO,A Facilisis Non Corporation,West Valley City,FL,63539,9.599766426,165.2501113,3,4985,1,1,1,0,0
CGR82SVV8QB,Parturient Montes Limited,San Antonio,OH,78876,-51.83846769,-6.399719731,3,3918,1,1,1,1,0
LRW31WUR7PM,Quis Accumsan Ltd,Knoxville,MO,35427,-2.523718554,-158.0030951,3,4241,0,1,1,1,1
RTK68KDU2OO,Ipsum Suspendisse LLC,Pittsburgh,TN,81625,-85.32221768,79.9205887,4,8281,1,0,1,0,1
LFO89BLI2LM,Ullamcorper Duis Cursus Ltd,Naperville,NV,38379,18.68536545,-161.629006,1,6759,1,1,0,0,0
NQJ52JIX4RW,Cursus Foundation,Lafayette,CO,43061,88.16863959,-60.94027612,2,9154,0,0,0,0,1
EDR87MEF8IE,Ante Dictum LLC,Rockford,VA,65477,-51.43074376,-16.05844593,2,748,0,0,0,1,1
FGR67MJK9FS,Nisi Dictum Company,Richmond,VA,73176,12.17836247,67.70733844,4,2834,0,0,0,0,1
CCU57LMH6ZJ,Aenean Egestas Institute,Hartford,CA,27336,-6.552822374,19.9513557,1,4387,1,1,0,1,0
EDE76FIG4YE,Interdum Curabitur LLC,Shreveport,MT,74925,-15.81572987,-163.1252608,5,123,1,0,1,1,0
TZA13MBK0ZJ,Nunc Lectus Corporation,Waterbury,VT,20416,-46.51702794,-55.88863427,3,9649,1,0,1,1,1
NJD47ACJ0JC,Ridiculus Mus Inc.,Fort Smith,UT,21513,8.550966272,-53.71166239,4,7007,1,0,0,1,1
GWJ37FNP4EU,Dui Corp.,Memphis,AK,37748,44.10219858,-35.45509069,5,2653,0,0,1,0,1
TPI33YEU9ID,Aliquet Diam Ltd,South Burlington,LA,54186,69.23972854,-111.9603951,5,8187,1,1,1,1,0
EUX90WEV6FJ,Lorem Limited,Frederick,HI,99713,-76.09418916,142.6054906,3,6039,0,0,0,1,0
KXD34UEZ9WB,Et Commodo At Associates,Columbia,MI,86283,-40.63066675,-134.5219441,4,2087,1,0,0,1,0
CFD35RCQ1BQ,A Industries,Augusta,MI,81326,-14.13444649,44.45771438,4,8053,1,0,0,1,0
HLB16KOK2DU,Vitae Nibh Donec Institute,Worcester,VA,83152,-26.25127997,-148.7156228,5,8838,0,0,1,1,0
RPV58AYG8DJ,Condimentum Donec At LLC,Joliet,AZ,90672,-35.705459,143.1341635,5,9597,0,0,0,0,1
UVQ87VRC4HW,Magna Limited,Baton Rouge,WA,68573,-44.78111222,79.3549397,3,3322,0,1,0,0,1
XMW48XYT6HF,Pede Corporation,Covington,DE,59785,-8.203919053,99.93850522,2,4306,1,0,0,0,1
DQJ87BBB5CD,Augue Ac Ipsum Institute,Chicago,WI,43169,-59.66192876,-116.0755883,2,8722,1,1,1,0,0
ELM15EJU7II,Arcu Eu Consulting,Burlington,IL,52288,-78.48666962,-128.6021333,2,6541,1,1,1,0,1
RUK28VUG1OP,Lorem Ipsum PC,Fairbanks,WI,64368,7.276205261,34.18293914,2,4914,0,0,1,0,0
NEJ85DCJ1WK,Laoreet Ipsum Corporation,Newport News,MS,38469,-84.71113267,130.5363004,1,5409,1,0,1,1,0
UEH31PCX1IN,Phasellus Fermentum Corporation,Clarksville,IL,48985,-0.357792973,-36.62709729,2,8879,1,1,0,1,0
HCP98DKK4MB,Orci Consectetuer Euismod Incorporated,San Jose,VT,49617,64.80823747,-38.53802783,2,1772,1,0,1,0,0
ITF89MOT8VQ,Ornare Lectus Associates,Fresno,LA,62827,-88.83521915,-105.7982403,2,4923,1,0,1,1,1
VSY02TRV6RK,Et Corporation,Norfolk,MS,61166,-13.87145482,-72.49881866,3,6341,1,0,0,1,0
LAB75JQM3CS,Eu Euismod Consulting,Cedar Rapids,KY,67674,-86.11935539,-153.1571236,5,6995,1,1,0,1,0
LWP72VQQ6UT,Leo Elementum Sem Institute,Fort Smith,NV,38710,-29.60153969,-119.6331987,4,3433,1,1,1,0,0
YJY82TPC3BW,Amet Inc.,Missoula,MI,23145,87.777361,39.23751229,3,6116,0,1,1,0,0
BMQ25XPX8PK,Dolor Sit Incorporated,Biloxi,PA,57616,84.46524283,-86.94776924,1,3293,0,1,0,1,0
ZON92FEY9FN,Neque Et Incorporated,Harrisburg,PA,59553,-41.01494559,115.3163982,2,9596,1,1,1,0,0
VCB94NNY1IG,Lacus Etiam Bibendum Corp.,Idaho Falls,CT,16550,4.545895117,-118.7363505,2,3931,1,1,0,0,0
XLO40DPB3JG,Nulla Semper Tellus LLC,Milwaukee,FL,81741,-66.85904753,169.549425,5,8918,0,0,1,1,0
RFK18NVF2SU,Quam PC,Metairie,MD,76617,-14.53506877,-35.55613696,3,4111,1,1,0,1,1
DJO50VWC6CI,Nulla Facilisis Industries,Boise,IL,99638,-15.29450496,134.6075316,2,3824,0,1,1,1,1
RXX48MEP3JI,Donec Porttitor Tellus Institute,Hilo,MN,88797,-62.67583089,-44.83183196,4,3214,1,0,0,1,1
DGE41QMU4VQ,Purus Company,Bear,MA,62786,-22.82872945,141.617497,5,1797,1,1,1,1,0
GZY84XEH3HK,Elementum Dui PC,Minneapolis,IA,43832,-68.47296276,131.653554,2,7877,1,1,1,1,1
RXQ54NXY0AJ,Molestie Tellus Corporation,Erie,MT,57369,-18.41955215,-143.5275951,3,5621,1,0,1,0,0
RJN30MKG8QS,Vulputate Lacus Institute,Fort Wayne,OR,88346,-78.66396713,-129.4285513,1,4685,0,1,0,0,1
CEU55OEH5UK,Lorem Associates,Montgomery,WY,44386,-6.96051968,28.40162191,2,6782,0,0,0,0,0
YQF06RNF5DX,Nulla At Inc.,Meridian,CA,44011,-7.879029965,-7.688172237,2,3700,1,0,1,1,0
DBQ66SQR2YM,Eu Dolor Egestas Company,Sterling Heights,AR,37571,41.23056732,32.90162115,4,4106,1,1,0,0,1
HMN51NEU4QP,Ridiculus Mus Aenean Industries,Reno,TX,37883,-53.35027241,-68.21574543,4,6698,0,0,1,1,0
DYM58FSI0UL,Ac Limited,Indianapolis,FL,56925,29.17225933,87.24720998,2,860,0,0,1,0,1
OXR06EZI7XT,Sapien Aenean Associates,Knoxville,TX,76464,37.30261023,-160.8115185,1,1643,1,0,1,0,0
XYH26VGW2OV,Tristique PC,Juneau,WI,38325,26.54927974,-28.41902316,2,8148,1,1,0,0,1
HBQ57XFM3DH,Tortor Corp.,College,ME,41089,-60.13654467,131.9855237,2,21,1,0,0,0,0
JJC78PJJ8FN,At Pede Incorporated,Davenport,AL,39386,-3.298289869,-34.22130688,4,7058,0,0,1,0,1
XFK73HCS7HU,Ornare Placerat Inc.,Knoxville,MD,41205,-69.16029204,-167.8321497,2,2926,0,0,0,0,0
VOG55DVW4KK,Maecenas Mi Inc.,Fairbanks,HI,56755,10.10749932,-6.339669606,1,4257,1,1,0,1,0
VNW93FWU2YD,Accumsan Neque Limited,San Francisco,NE,79782,75.84444068,41.10075699,3,712,0,1,1,0,1
HVX65PBJ8RL,Et Ipsum Cursus LLC,Waterbury,CO,81536,86.07660513,131.0194185,4,4745,1,0,1,0,0
XWS77YXE5KH,Nascetur Ridiculus Corp.,Reno,CA,51846,78.962449,171.1201644,4,8384,0,1,1,0,0
PTN39LPD7QI,Elementum Sem Vitae Corporation,Meridian,TX,99911,-46.87234918,-149.6161157,4,9622,0,1,1,0,0
NOE87XPR2KX,Habitant Morbi Limited,Tacoma,AL,82648,57.18018959,-16.79227249,3,1825,1,1,0,0,0
FMI14DUP1LI,Adipiscing Limited,Tucson,NE,39366,84.00329564,10.20793037,5,1879,0,1,1,1,1
BBF15GDZ8KU,A Feugiat Limited,Chattanooga,CO,13971,8.758935654,102.0069736,3,6721,1,0,1,0,0
CFF11DQT9KJ,Nulla Aliquet Proin Incorporated,Indianapolis,MD,87645,22.72942316,-30.75691172,2,9130,0,1,0,0,1
MYK35LWJ7MV,Molestie Tellus Aenean Limited,Baton Rouge,WI,84825,36.30729267,174.757897,4,1966,1,0,1,0,1
SVT18MVJ2YI,Est Mauris Company,Wilmington,KS,95772,-72.56788716,29.46462136,4,3002,1,1,1,0,0
SRS81IED3PB,Lacus Nulla Tincidunt Limited,Fort Collins,TN,74610,-10.07111567,73.36602624,5,9404,1,1,1,0,1
WRO96ZCW3DF,Nec Ante Blandit Industries,Phoenix,AR,91640,26.11011123,137.8006958,4,6351,0,0,0,1,0
QFB62SQA1BG,Pede Associates,Rockville,TX,89295,33.65730109,-71.31122534,3,6581,0,1,1,0,1
CLF19ZKD1BS,Erat Volutpat PC,Des Moines,KS,39665,-41.78021949,80.48513997,4,1451,0,1,0,1,1
IKN42GLT7HD,Ligula Aliquam Erat Foundation,Columbus,AZ,12569,-16.95616143,155.3026567,2,2810,1,0,0,1,0
DSC59OBG6HE,Nullam Nisl Maecenas Corp.,Overland Park,TX,78354,63.33681091,-9.470759834,4,114,0,1,1,0,0
ODD26QDJ5DO,Dui Semper Ltd,Springfield,PA,80226,39.59498629,101.1068356,5,8200,0,0,1,0,0
NLW59POD9NO,Fusce Mollis Duis Consulting,Covington,ID,28425,-29.90780713,-125.1116734,1,6182,0,1,1,0,0
MYC56SYG7UC,Iaculis Odio Institute,Bloomington,MT,83973,-28.24464486,79.15369533,4,4962,1,0,0,0,0
CBE63KRB0UU,Vulputate Ullamcorper LLP,Columbus,GA,81767,-52.73092342,134.9416919,2,1011,1,0,1,1,0
WHG61OPC5XJ,Tincidunt Donec Vitae Limited,Aurora,IA,36155,10.59441224,-154.6016152,2,5754,0,1,1,0,1
FOP14QHU3EI,Quis Urna Incorporated,Frederick,ME,95140,-5.522413158,33.39659172,4,231,1,0,1,1,0
UWR07FMJ3XO,Vehicula Aliquet Libero Limited,Fayetteville,TX,68517,86.37820426,147.1866498,2,7468,0,0,0,1,1
FGS86WCO3UB,Erat Eget Corp.,Memphis,CT,36875,41.13162496,60.17782559,5,5288,1,1,0,1,1
YBR33UQA0NU,Ut Semper Corporation,Dallas,CO,45836,-54.3700905,-84.56563599,4,9092,0,0,1,0,1
FCZ13ICK1AC,Urna Ut Tincidunt Corporation,Cambridge,AR,54501,-29.56311163,-33.38026312,4,2282,1,1,0,0,1
NDL57OKQ7MP,Iaculis Ltd,Las Vegas,NE,78948,74.75110195,142.1467954,3,1110,0,0,1,1,1
QHV86MCC7NS,Suspendisse Sagittis Nullam Inc.,Jacksonville,NE,71599,-86.65627146,-90.63682642,4,6534,0,1,1,0,1
PYP93DID7NE,Integer Tincidunt Aliquam Corporation,Newark,MI,66746,54.25540127,169.7646921,2,7565,0,1,1,1,1
EED46GQO9NS,Turpis In Condimentum Consulting,Toledo,IA,72222,18.98996859,-78.87861115,2,4185,1,1,1,0,0
LRR11SAN3GM,Natoque Penatibus Et Consulting,Bridgeport,MI,94860,47.96053709,51.16219372,4,4003,1,1,1,1,1
NNR40TEE5DC,Dictum Mi Associates,Akron,TX,36311,-2.714157056,161.6599632,2,9302,0,0,0,0,1
BOW01XKS1BT,Velit Egestas Industries,Richmond,UT,34224,32.49777592,-149.1444131,2,3373,0,1,0,1,1
WMC89IPX4FY,Dis Parturient Montes Industries,Mesa,LA,77136,65.55680184,41.63472179,2,2635,0,0,0,1,1
SLK14MCI5KR,Ultrices Inc.,South Portland,CA,72612,-7.341244518,-100.4168924,3,2333,0,0,0,0,0
UBA07OXV0EQ,Tempor Foundation,Salem,NE,36730,56.70583859,59.75881257,3,8050,0,0,0,1,1
DQT51IVH6RQ,Malesuada Malesuada Foundation,Louisville,TX,45864,-77.8920703,-162.5796011,2,8288,1,1,1,1,0
BSU34STV0RS,In Condimentum Donec Corporation,Stamford,AR,43067,40.55509996,144.0681121,5,4924,0,1,1,1,1
PNJ41HRV0PY,Ligula Donec Luctus Ltd,Colorado Springs,OR,68993,16.84368855,107.4486813,5,267,0,1,0,0,0
OVF61ENJ1ZR,Magnis Dis Incorporated,Huntsville,MN,54270,-4.414419661,80.41181307,4,3402,1,1,0,1,1
UUQ72LGE5ZK,In Dolor Inc.,South Burlington,IN,62326,68.70388552,-73.54252022,5,3997,0,0,0,0,0
QHA87LNE6AU,Nullam Ut Nisi Incorporated,Rockville,MT,64279,-37.18756454,-136.7378089,5,5377,0,0,1,1,1
GED51NTG2XF,Quis Corp.,San Antonio,UT,77052,65.83272888,-22.40444037,2,5311,1,1,0,1,1
JEX36UUK6EN,Morbi Tristique Senectus Inc.,Tallahassee,TX,35151,-73.11743171,-95.49945856,4,3027,1,1,1,0,0
BFH84NWE5RS,Orci Quis Lectus LLP,Idaho Falls,MT,86895,-71.74573855,94.74763438,2,3981,0,1,1,1,1
UGU68XHT2JD,Lorem Ipsum Sodales PC,Aurora,OR,74364,-38.18097551,177.5985627,2,5610,0,1,0,1,0
HMX87CMC8LR,Orci Ut Sagittis LLP,Springfield,NE,75451,-61.70405478,19.21012511,5,6475,0,1,1,1,0
NZD76WGQ0PO,Mollis Lectus Limited,Chattanooga,MS,66102,-53.87799194,9.617895936,4,1042,1,1,0,0,0
RDQ75WKC6TK,Pellentesque Eget Ltd,Topeka,TX,76209,-50.36743168,101.4975556,1,746,1,1,1,0,0
IMI13JCS1RM,Fringilla Foundation,Tuscaloosa,CA,70452,23.13163479,-117.1781473,3,7569,1,1,1,1,0
CTV66VOU3MH,Ante Lectus Convallis Limited,Los Angeles,HI,11476,-37.62955192,32.19680522,3,343,1,0,1,0,1
FRK35SCV0YW,Amet Consectetuer LLP,Augusta,FL,99871,89.945007,-26.56803062,2,3141,1,1,0,1,0
HVF82UZT8YO,Id PC,Kansas City,MD,35153,-76.42996419,-67.71795876,3,3299,0,0,0,1,1
QGQ11VFV1XM,Egestas Limited,Evansville,OK,36986,76.22268733,-78.21506365,4,1326,0,0,0,0,1
LPF57YLZ1RS,Nullam Enim Sed Incorporated,Broken Arrow,OH,34635,39.54063411,132.9729016,3,9559,1,0,1,0,1
DTZ55LPX5QJ,At Pretium Aliquet Institute,Boise,KS,42331,38.2780798,-141.5019128,4,4299,1,1,1,1,0
